TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-03-28 16:22:37,1774714957131,voodoo808com-alpha.vercel.app/api/beats/highlighted,GET,,500,cvjbp-1774714956495-5f483637b2d8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,Express error on GET /api/beats/highlighted : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:36,1774714956495,voodoo808com-alpha.vercel.app/api/beats/highlighted,GET,,500,cvjbp-1774714956495-5f483637b2d8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,576,iad1,267,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTM2AR1EAMTFGQ5K3PND86P,AJn4m4QHZw2J,1
2026-03-28 16:22:36,1774714956399,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,lnmw6-1774714955734-39fe50242874,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,DB init error: MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:36,1774714956400,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,lnmw6-1774714955734-39fe50242874,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,Express error on GET /api/auth/me : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:35,1774714955734,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,lnmw6-1774714955734-39fe50242874,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,599,iad1,277,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTM2A0DXC1WA056CS46B24Z,AJn4m4QHZw2J,1
2026-03-28 16:22:31,1774714951077,voodoo808com-alpha.vercel.app/api/licenses/all,GET,,500,7vmd7-1774714950632-a1f47f959363,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,DB init error: MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:31,1774714951078,voodoo808com-alpha.vercel.app/api/licenses/all,GET,,500,7vmd7-1774714950632-a1f47f959363,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,Express error on GET /api/licenses/all : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:30,1774714950632,voodoo808com-alpha.vercel.app/api/licenses/all,GET,,500,7vmd7-1774714950632-a1f47f959363,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,385,iad1,275,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTM250Z868EEA9S87H3YNGH,AJn4m4QHZw2J,1
2026-03-28 16:22:25,1774714945899,voodoo808com-alpha.vercel.app/uploads/artwork/beat7.jpg,GET,,500,p6l6n-1774714943899-3bab466bac55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,DB init error: Max client connections reached,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:26,1774714946288,voodoo808com-alpha.vercel.app/uploads/artwork/beat7.jpg,GET,,500,p6l6n-1774714943899-3bab466bac55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,Express error on GET /uploads/artwork/beat7.jpg : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:23,1774714943899,voodoo808com-alpha.vercel.app/uploads/artwork/beat7.jpg,GET,,500,p6l6n-1774714943899-3bab466bac55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,1841,iad1,275,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTM1YEHZ7Q81FBDJKQ52MRJ,hlT2AA1S3HKT,1
2026-03-28 16:22:25,1774714945937,voodoo808com-alpha.vercel.app/uploads/artwork/beat8.jpg,GET,,500,jg6ft-1774714943899-35883b3f8cc3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,DB init error: MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:26,1774714946515,voodoo808com-alpha.vercel.app/uploads/artwork/beat8.jpg,GET,,500,jg6ft-1774714943899-35883b3f8cc3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,Express error on GET /uploads/artwork/beat8.jpg : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:23,1774714943899,voodoo808com-alpha.vercel.app/uploads/artwork/beat8.jpg,GET,,500,jg6ft-1774714943899-35883b3f8cc3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,2024,iad1,275,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTM1YEKK23N0M2717STGH1K,AJn4m4QHZw2J,1
2026-03-28 16:22:25,1774714945886,voodoo808com-alpha.vercel.app/uploads/artwork/beat5.jpg,GET,,500,mccwg-1774714943894-dec2e239953c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,DB init error: MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:26,1774714946456,voodoo808com-alpha.vercel.app/uploads/artwork/beat5.jpg,GET,,500,mccwg-1774714943894-dec2e239953c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,Express error on GET /uploads/artwork/beat5.jpg : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:23,1774714943894,voodoo808com-alpha.vercel.app/uploads/artwork/beat5.jpg,GET,,500,mccwg-1774714943894-dec2e239953c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,1919,iad1,270,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTM1YEYEP183H0XY0SVQG51,WXA929giKnJh,1
2026-03-28 16:22:25,1774714945979,voodoo808com-alpha.vercel.app/uploads/artwork/beat1.jpg,GET,,500,b7v4p-1774714943893-0b0cb2a202f4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,DB init error: Max client connections reached,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:26,1774714946356,voodoo808com-alpha.vercel.app/uploads/artwork/beat1.jpg,GET,,500,b7v4p-1774714943893-0b0cb2a202f4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,,,,,Express error on GET /uploads/artwork/beat1.jpg : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:22:23,1774714943893,voodoo808com-alpha.vercel.app/uploads/artwork/beat1.jpg,GET,,500,b7v4p-1774714943893-0b0cb2a202f4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_9a8iHW1Ej38qqnyrMChminZTNBZZ,1897,iad1,274,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTM1YENX03Y8GEVD2Q4D3M6,tAz9ueEilunw,1
2026-03-28 16:13:28,1774714408479,voodoo808com-alpha.vercel.app/api/auth/login,POST,,500,mkxhw-1774714407844-3a4163929750,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,DB init error: MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:28,1774714408491,voodoo808com-alpha.vercel.app/api/auth/login,POST,,500,mkxhw-1774714407844-3a4163929750,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,Express error on POST /api/auth/login : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:27,1774714407844,voodoo808com-alpha.vercel.app/api/auth/login,POST,,500,mkxhw-1774714407844-3a4163929750,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,585,iad1,275,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTKHJYRTV1BK92FSCTGNJX5,vYsO8v2dNoKQ,1
2026-03-28 16:13:25,1774714405148,voodoo808com-alpha.vercel.app/api/auth/logout,POST,,500,4dlbv-1774714402924-ac11e2724d9c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,DB init error: MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:25,1774714405720,voodoo808com-alpha.vercel.app/api/auth/logout,POST,,500,4dlbv-1774714402924-ac11e2724d9c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,Express error on POST /api/auth/logout : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:22,1774714402924,voodoo808com-alpha.vercel.app/api/auth/logout,POST,,500,4dlbv-1774714402924-ac11e2724d9c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,2100,iad1,274,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTKHE5551FB510EE08DRHDM,vYsO8v2dNoKQ,1
2026-03-28 16:13:16,1774714396372,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,4wp62-1774714395905-1a4b9b03e382,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,DB init error: MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:16,1774714396373,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,4wp62-1774714395905-1a4b9b03e382,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,Express error on GET /api/auth/me : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:15,1774714395905,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,4wp62-1774714395905-1a4b9b03e382,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,403,iad1,276,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTKH79NDRBWJ2ZFXRX8EA4S,LRQh6KPdkicL,1
2026-03-28 16:13:12,1774714392876,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,jbhwf-1774714392234-4b3c1db4a047,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,DB init error: MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:12,1774714392877,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,jbhwf-1774714392234-4b3c1db4a047,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,Express error on GET /api/auth/me : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:12,1774714392234,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,jbhwf-1774714392234-4b3c1db4a047,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,579,iad1,276,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTKH3Q3V2Z0TBJ1XR45DNW4,LRQh6KPdkicL,1
2026-03-28 16:13:10,1774714390647,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,58fb9-1774714390004-d52399ad4f5c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,DB init error: MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:10,1774714390649,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,58fb9-1774714390004-d52399ad4f5c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,Express error on GET /api/auth/me : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:10,1774714390004,voodoo808com-alpha.vercel.app/api/auth/me,GET,,500,58fb9-1774714390004-d52399ad4f5c,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,579,iad1,276,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTKH1HDXKKMXJH956DCAKVY,LRQh6KPdkicL,1
2026-03-28 16:13:05,1774714385676,voodoo808com-alpha.vercel.app/uploads/artwork/beat9.jpg,GET,,500,9hrns-1774714384986-915121db2e05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,DB init error: Max client connections reached,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:06,1774714386060,voodoo808com-alpha.vercel.app/uploads/artwork/beat9.jpg,GET,,500,9hrns-1774714384986-915121db2e05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,Express error on GET /uploads/artwork/beat9.jpg : MaxClientsInSessionMode: max clients reached - in Session mode max clients are limited to pool_size,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:04,1774714384986,voodoo808com-alpha.vercel.app/uploads/artwork/beat9.jpg,GET,,500,9hrns-1774714384986-915121db2e05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,1017,iad1,275,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTKGWMJT7QVFWFEANX9JRD2,LRQh6KPdkicL,1
2026-03-28 16:13:05,1774714385627,voodoo808com-alpha.vercel.app/uploads/artwork/beat7.jpg,GET,,500,tgd2v-1774714384985-5b844e7a30f1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",error,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,,,,,Express error on GET /uploads/artwork/beat7.jpg : Max client connections reached,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,,,
2026-03-28 16:13:04,1774714384985,voodoo808com-alpha.vercel.app/uploads/artwork/beat7.jpg,GET,,500,tgd2v-1774714384985-5b844e7a30f1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36",,production,main,MISS,function,/server/src/index.ts,voodoo808com-alpha.vercel.app,voodoo808com-alpha.vercel.app,dpl_2kiYDNYkvRZfSJATYdiMfT2hiJ4X,569,iad1,267,2048,,prj_fcPfw5095IALtMk53uzJ5pnG3VKu,,,01KMTKGWKA02PGFVSVQ0TT3K6H,fQXjH4MN6v1R,3
